follow,lastest_chap,name,url
3788 lượt theo dõi,Tập mới nhất: 2,Khách Sạn Mặt Nạ,https://www.fahasa.com/series-khach-san-mat-na.html
3776 lượt theo dõi,Tập mới nhất: 9,Biên Niên Sử Đế Chế Alexis - Kiêu Hùng Rung Chuyển Đất Trời,https://www.fahasa.com/series-bien-nien-su-de-che-alexis-kieu-hung-rung-chuyen-dat-troi.html
3920 lượt theo dõi,Tập mới nhất: 10,999 Lá Thư Gửi Cho Chính Mình - Mong Bạn Trở Thành Phiên Bản Hoàn Hảo Nhất,https://www.fahasa.com/series-999-la-thu-gui-cho-chinh-minh-mong-ban-tro-thanh-phien-ban-hoan-hao-nhat.html
3779 lượt theo dõi,Tập mới nhất: 3,"Chuyển Sinh Làm Người Sói, Tôi Trở Thành Cánh Tay Phải Của Ma Vương",https://www.fahasa.com/series-chuyen-sinh-lam-nguoi-soi-toi-tro-thanh-canh-tay-phai-cua-ma-vuong.html
3773 lượt theo dõi,Tập mới nhất: 2,Phong Ma Yến Tước,https://www.fahasa.com/series-phong-ma-yen-tuoc.html
3791 lượt theo dõi,Tập mới nhất: 4,Ma Đạo Tổ Sư,https://www.fahasa.com/series-ma-dao-to-su.html
3782 lượt theo dõi,Tập mới nhất: 10,Khi Hikaru Còn Trên Thế Gian Này……,https://www.fahasa.com/series-khi-hikaru-con-tren-the-gian-nay.html
3798 lượt theo dõi,Tập mới nhất: 10,Pendragon,https://www.fahasa.com/series-pendragon.html
3783 lượt theo dõi,Tập mới nhất: 2,Tuyển Tập Akutagawa,https://www.fahasa.com/series-tuyen-tap-akutagawa.html
3766 lượt theo dõi,Tập mới nhất: 8,Artemis Fowl,https://www.fahasa.com/series-artemis-fowl.html
3766 lượt theo dõi,Tập mới nhất: 3,Nguyệt Đạo Dị Giới,https://www.fahasa.com/series-nguyet-dao-di-gioi.html
3773 lượt theo dõi,Tập mới nhất: 2,Sói Và Dương Cầm,https://www.fahasa.com/series-soi-va-duong-cam.html
3826 lượt theo dõi,Tập mới nhất: 3,Vì Em Không Xứng,https://www.fahasa.com/series-vi-em-khong-xung.html
3764 lượt theo dõi,Tập mới nhất: 3,Âm Dương Sư,https://www.fahasa.com/series-am-duong-su.html
3776 lượt theo dõi,Tập mới nhất: 2,Tục ngữ - Ca dao - Dân ca Việt Nam,https://www.fahasa.com/series-tuc-ngu-ca-dao-dan-ca-viet-nam.html
3769 lượt theo dõi,Tập mới nhất: 2,David Copperfield,https://www.fahasa.com/series-david-copperfield.html
3888 lượt theo dõi,Tập mới nhất: 2,Loài Hoang Dã,https://www.fahasa.com/series-loai-hoang-da.html
3769 lượt theo dõi,Tập mới nhất: 2,Cuộc Phiêu Lưu Kỳ Bí,https://www.fahasa.com/series-cuoc-phieu-luu-ky-bi.html
3846 lượt theo dõi,Tập mới nhất: 5,Nữ Pháp Y,https://www.fahasa.com/series-nu-phap-y.html
3763 lượt theo dõi,Tập mới nhất: 10,Sài Gòn - Chuyện Đời Của Phố,https://www.fahasa.com/series-sai-gon-chuyen-doi-cua-pho.html
3775 lượt theo dõi,Tập mới nhất: 2,Hung Trạch,https://www.fahasa.com/series-hung-trach.html
4558 lượt theo dõi,Tập mới nhất: 5,Arifureta - Từ Tầm Thường Đến Bất Khả Chiến Bại,https://www.fahasa.com/series-arifureta-tu-tam-thuong-den-bat-kha-chien-bai.html
3883 lượt theo dõi,Tập mới nhất: 20,Ngũ Quái Sài Gòn,https://www.fahasa.com/series-ngu-quai-sai-gon.html
3825 lượt theo dõi,Tập mới nhất: 3,Trấn Hồn,https://www.fahasa.com/series-tran-hon.html
3764 lượt theo dõi,Tập mới nhất: 6,Vũ Khí Bóng Đêm,https://www.fahasa.com/series-vu-khi-bong-dem.html
3810 lượt theo dõi,Tập mới nhất: 2,Love Sick - Thanh Xuân Không Hối Tiếc,https://www.fahasa.com/series-love-sick-thanh-xuan-khong-hoi-tiec.html
3769 lượt theo dõi,Tập mới nhất: 2,Những Thử Thách Của Apollo,https://www.fahasa.com/series-nhung-thu-thach-cua-apollo.html
3900 lượt theo dõi,Tập mới nhất: 4,Chuyện Tình Thanh Xuân Bi Hài Của Tôi Quả Là Sai Lầm,https://www.fahasa.com/series-chuyen-tinh-thanh-xuan-bi-hai-cua-toi-qua-la-sai-lam.html
3777 lượt theo dõi,Tập mới nhất: 2,Cuốn Theo Chiều Gió - Bản Cao Cấp,https://www.fahasa.com/series-cuon-theo-chieu-gio-ban-cao-cap.html
3903 lượt theo dõi,Tập mới nhất: 5,Bạn Gái Vs. Bạn Thời Thơ Ấu,https://www.fahasa.com/series-ban-gai-vs-ban-thoi-tho-au.html
3889 lượt theo dõi,Tập mới nhất: 2,Lũ Trẻ Hư Nhất Quả Đất,https://www.fahasa.com/series-lu-tre-hu-nhat-qua-dat.html
3792 lượt theo dõi,Tập mới nhất: 2,Thể Xác Và Tâm Hồn,https://www.fahasa.com/series-the-xac-va-tam-hon.html
4083 lượt theo dõi,Tập mới nhất: 4,81 Án Tây Du,https://www.fahasa.com/series-81-an-tay-du.html
4008 lượt theo dõi,Tập mới nhất: 2,Toàn Chức Cao Thủ,https://www.fahasa.com/series-toan-chuc-cao-thu.html
3880 lượt theo dõi,Tập mới nhất: 2,Nhà Trọ Chim Hoàng Yến,https://www.fahasa.com/series-nha-tro-chim-hoang-yen.html
3791 lượt theo dõi,Tập mới nhất: 5,Các Vị Thần Của Đỉnh Olympus,https://www.fahasa.com/series-cac-vi-than-cua-dinh-olympus.html
3779 lượt theo dõi,Tập mới nhất: 2,Trò Lừa Xảo Quyệt,https://www.fahasa.com/series-tro-lua-xao-quyet.html
3765 lượt theo dõi,Tập mới nhất: 2,Văn Học Dân Gian Vĩnh Long,https://www.fahasa.com/series-van-hoc-dan-gian-vinh-long.html
3762 lượt theo dõi,Tập mới nhất: 2,Những Ông Bố Liều Mạng,https://www.fahasa.com/series-nhung-ong-bo-lieu-mang.html
3768 lượt theo dõi,Tập mới nhất: 2,Những Ông Bố Liều Mạng,https://www.fahasa.com/series-nhung-ong-bo-lieu-mang-393514.html
3766 lượt theo dõi,Tập mới nhất: 3,Công Tử Vô Sỉ,https://www.fahasa.com/series-cong-tu-vo-si.html
3768 lượt theo dõi,Tập mới nhất: 2,Khu Tập Thể Bờ Sông,https://www.fahasa.com/series-khu-tap-the-bo-song.html
3765 lượt theo dõi,Tập mới nhất: 2,Hương Gió Phương Nam,https://www.fahasa.com/series-huong-gio-phuong-nam.html
3766 lượt theo dõi,Tập mới nhất: 2,Đi Hoang Qua Miền Hoa Lệ,https://www.fahasa.com/series-di-hoang-qua-mien-hoa-le.html
5030 lượt theo dõi,Tập mới nhất: 8,Ẩn Tàng Thư Dantalian,https://www.fahasa.com/series-an-tang-thu-dantalian.html
5356 lượt theo dõi,Tập mới nhất: 6,Đến Thế Giới Mới Với Smartphone,https://www.fahasa.com/series-den-the-gioi-moi-voi-smartphone.html
3840 lượt theo dõi,Tập mới nhất: 2,Giết Chỉ Huy Đội Kỵ Sĩ,https://www.fahasa.com/series-giet-chi-huy-doi-ky-si.html
3831 lượt theo dõi,Tập mới nhất: 5,Bản Thông Báo Tử Vong,https://www.fahasa.com/series-ban-thong-bao-tu-vong.html
3834 lượt theo dõi,Tập mới nhất: 4,Bóng Tối Dưới Ánh Đèn,https://www.fahasa.com/series-bong-toi-duoi-anh-den.html
3864 lượt theo dõi,Tập mới nhất: 8,Mệnh Kỵ Sĩ,https://www.fahasa.com/series-menh-ky-si.html
3785 lượt theo dõi,Tập mới nhất: 2,Cửu Dung,https://www.fahasa.com/series-cuu-dung.html
3805 lượt theo dõi,Tập mới nhất: 2,Thú Ăn Chơi Người Hà Nội,https://www.fahasa.com/series-thu-an-choi-nguoi-ha-noi.html
3829 lượt theo dõi,Tập mới nhất: 3,Chiến Tranh Và Hòa Bình,https://www.fahasa.com/series-chien-tranh-va-hoa-binh.html
3839 lượt theo dõi,Tập mới nhất: 2,Méo,https://www.fahasa.com/series-meo.html
3935 lượt theo dõi,Tập mới nhất: 4,Sa Môn Không Hải,https://www.fahasa.com/series-sa-mon-khong-hai.html
3783 lượt theo dõi,Tập mới nhất: 2,Order Một Tình Yêu Cao Cấp,https://www.fahasa.com/series-order-mot-tinh-yeu-cao-cap.html
3783 lượt theo dõi,Tập mới nhất: 2,Order Một Tình Yêu Cao Cấp,https://www.fahasa.com/series-order-mot-tinh-yeu-cao-cap.html
3822 lượt theo dõi,Tập mới nhất: 4,Mộng Giới Oniria ,https://www.fahasa.com/series-mong-gioi-oniria.html
3786 lượt theo dõi,Tập mới nhất: 2,"Uống Nhầm Một Ánh Mắt, Cơn Say Theo Cả Đời",https://www.fahasa.com/series-uong-nham-mot-anh-mat-con-say-theo-ca-doi.html
3771 lượt theo dõi,Tập mới nhất: 2,Gulliver Du Ký,https://www.fahasa.com/series-gulliver-du-ky.html
3767 lượt theo dõi,Tập mới nhất: 2,Tình Sử Lorna Doone,https://www.fahasa.com/series-tinh-su-lorna-doone.html
3874 lượt theo dõi,Tập mới nhất: 5,Bí Mật Thành Paris,https://www.fahasa.com/series-bi-mat-thanh-paris.html
3939 lượt theo dõi,Tập mới nhất: 2,Bệnh Án Của Thần Linh,https://www.fahasa.com/series-benh-an-cua-than-linh.html
3777 lượt theo dõi,Tập mới nhất: 2,Mê Cung Nhện,https://www.fahasa.com/series-me-cung-nhen.html
3818 lượt theo dõi,Tập mới nhất: 2,Thiên Thần Bóng Tối,https://www.fahasa.com/series-thien-than-bong-toi.html
4455 lượt theo dõi,Tập mới nhất: 4,Re:Monster - Hồi Sinh Thành Quái Vật,https://www.fahasa.com/series-re-monster-hoi-sinh-thanh-quai-vat.html
5199 lượt theo dõi,Tập mới nhất: 13,Cuộc Chiến Siêu Nhiên Giữa Đời Thường,https://www.fahasa.com/series-cuoc-chien-sieu-nhien-giua-doi-thuong.html
3827 lượt theo dõi,Tập mới nhất: 4,Tiệm Sách Cơn Mưa ,https://www.fahasa.com/series-tiem-sach-con-mua.html
3766 lượt theo dõi,Tập mới nhất: 2,Phong Cảnh Bên Này,https://www.fahasa.com/series-phong-canh-ben-nay.html
4639 lượt theo dõi,Tập mới nhất: 5,"Tận Thế Nếu Không Bận, Anh Cứu Chúng Em Nhé?",https://www.fahasa.com/series-tan-the-neu-khong-ban-anh-cuu-chung-em-nhe.html
3788 lượt theo dõi,Tập mới nhất: 5,Văn Chương Sài Gòn 1881 - 1924,https://www.fahasa.com/series-van-chuong-sai-gon-1881-1924.html
3762 lượt theo dõi,Tập mới nhất: 2,Tam Quốc Sử Ký,https://www.fahasa.com/series-tam-quoc-su-ky.html
3765 lượt theo dõi,Tập mới nhất: 2,Tam Quốc Sử Ký,https://www.fahasa.com/series-tam-quoc-su-ky-383719.html
3768 lượt theo dõi,Tập mới nhất: 2,Sen Hồng Trong Bão Táp,https://www.fahasa.com/series-sen-hong-trong-bao-tap.html
3947 lượt theo dõi,Tập mới nhất: 8a,Đến Phủ Khai Phong Làm Nhân Viên Công Vụ,https://www.fahasa.com/series-den-phu-khai-phong-lam-nhan-vien-cong-vu.html
3797 lượt theo dõi,Tập mới nhất: 2,19 Năm Mưu Sát,https://www.fahasa.com/series-19-nam-muu-sat.html
5091 lượt theo dõi,Tập mới nhất: 8,Tiệm Sách Cũ Biblia,https://www.fahasa.com/series-tiem-sach-cu-biblia.html
4109 lượt theo dõi,Tập mới nhất: 6,Đọc Thầm,https://www.fahasa.com/series-doc-tham.html
3784 lượt theo dõi,Tập mới nhất: 2,So Young - Gửi Thanh Xuân,https://www.fahasa.com/series-so-young-gui-thanh-xuan.html
3812 lượt theo dõi,Tập mới nhất: 2,Bến Hồng Trần,https://www.fahasa.com/series-ben-hong-tran.html
3800 lượt theo dõi,Tập mới nhất: 2,Phục Thù,https://www.fahasa.com/series-phuc-thu.html
3978 lượt theo dõi,Tập mới nhất: 2,Hãy Nhắm Mắt Khi Anh Đến,https://www.fahasa.com/series-hay-nham-mat-khi-anh-den.html
3770 lượt theo dõi,Tập mới nhất: 2,Văn Học Dân Gian Tiền Giang,https://www.fahasa.com/series-van-hoc-dan-gian-tien-giang.html
4732 lượt theo dõi,Tập mới nhất: 4,Cấm Thư Ma Thuật Index,https://www.fahasa.com/series-cam-thu-ma-thuat-index.html
3972 lượt theo dõi,Tập mới nhất: 13,Animorphs - Người Hóa Thú,https://www.fahasa.com/series-animorphs-nguoi-hoa-thu.html
3779 lượt theo dõi,Tập mới nhất: 2,Cẩm Tú Kỳ Bào,https://www.fahasa.com/series-cam-tu-ky-bao.html
3997 lượt theo dõi,Tập mới nhất: 6.7,Bảy Năm Vẫn Ngoảnh Về Phương Bắc,https://www.fahasa.com/series-bay-nam-van-ngoanh-ve-phuong-bac.html
3784 lượt theo dõi,Tập mới nhất: 2,Bộ Địch Công Kỳ Án,https://www.fahasa.com/series-bo-dich-cong-ky-an.html
3891 lượt theo dõi,Tập mới nhất: 3,Tôi Là Thầy Tướng Số,https://www.fahasa.com/series-toi-la-thay-tuong-so.html
4099 lượt theo dõi,Tập mới nhất: 3,Thiếu Nữ & Chiến Xa,https://www.fahasa.com/series-thieu-nu-chien-xa.html
4007 lượt theo dõi,Tập mới nhất: 8,Đừng Để Lỡ Nhau,https://www.fahasa.com/series-dung-de-lo-nhau.html
4323 lượt theo dõi,Tập mới nhất: 9,NO.6,https://www.fahasa.com/series-no-6.html
3812 lượt theo dõi,Tập mới nhất: 3,Những Câu Chuyện Ngày Mưa,https://www.fahasa.com/series-nhung-cau-chuyen-ngay-mua.html
3795 lượt theo dõi,Tập mới nhất: 3,Nhà Thôi Miên Tà Ác,https://www.fahasa.com/series-nha-thoi-mien-ta-ac.html
3875 lượt theo dõi,Tập mới nhất: 3,Dị Chủng 3,https://www.fahasa.com/series-di-chung-3.html
3769 lượt theo dõi,Tập mới nhất: 3,Vùng Đất Chết,https://www.fahasa.com/series-vung-dat-chet.html
4321 lượt theo dõi,Tập mới nhất: 2,The Dungeon Seeker,https://www.fahasa.com/series-the-dungeon-seeker.html
3804 lượt theo dõi,Tập mới nhất: 2,"Trăm Năm Gắn Bó, Một Lời Hẹn Ước",https://www.fahasa.com/series-tram-nam-gan-bo-mot-loi-hen-uoc.html
3979 lượt theo dõi,Tập mới nhất: 3,Vật Chất Tối Của Ngài,https://www.fahasa.com/series-vat-chat-toi-cua-ngai.html
3892 lượt theo dõi,Tập mới nhất: 4,Ở Đây Sửa Kỷ Niệm Xưa,https://www.fahasa.com/series-o-day-sua-ky-niem-xua.html
3847 lượt theo dõi,Tập mới nhất: 4,Thiên Đường Tiền Xu,https://www.fahasa.com/series-thien-duong-tien-xu.html
4353 lượt theo dõi,Tập mới nhất: 4,Huyền Thoại Pháp Sư - 12 Chòm Sao,https://www.fahasa.com/series-vi-con-gai-toi-co-the-danh-bai-ca-ma-vuong.html
3778 lượt theo dõi,Tập mới nhất: 2,Con Gái Người Canh Giữ Giấc Mơ,https://www.fahasa.com/series-con-gai-nguoi-canh-giu-giac-mo.html
5717 lượt theo dõi,Tập mới nhất: 3,"Ngày Mai, Tôi Biến Mất, Cậu Sẽ Hồi Sinh",https://www.fahasa.com/series-ngay-mai-toi-bien-mat-cau-se-hoi-sinh.html
4196 lượt theo dõi,Tập mới nhất: 3,Khúc Nguyền Ca Của Thánh Kiếm Sĩ,https://www.fahasa.com/series-khuc-nguyen-ca-cua-thanh-kiem-si.html
3769 lượt theo dõi,Tập mới nhất: 2,Những Vệ Binh Vương Quốc,https://www.fahasa.com/series-nhung-ve-binh-vuong-quoc.html
3788 lượt theo dõi,Tập mới nhất: 2,Những Chú Chim Chưa Bao Giờ Được Hót,https://www.fahasa.com/series-nhung-chu-chim-chua-bao-gio-duoc-hot.html
3921 lượt theo dõi,Tập mới nhất: 3,Vật Linh Hội,https://www.fahasa.com/series-vat-linh-hoi.html
4402 lượt theo dõi,Tập mới nhất: 2,AMAGI Công Viên Rực Rỡ,https://www.fahasa.com/series-amagi-cong-vien-ruc-ro.html
3977 lượt theo dõi,Tập mới nhất: 2,Khách Sạn Yêu Quái Ở Izumo,https://www.fahasa.com/series-khach-san-yeu-quai-o-izumo.html
3835 lượt theo dõi,Tập mới nhất: 2,Giới Siêu Giàu Châu Á,https://www.fahasa.com/series-gioi-sieu-giau-chau-a.html
3892 lượt theo dõi,Tập mới nhất: 2,1Q84,https://www.fahasa.com/series-1q84.html
3781 lượt theo dõi,Tập mới nhất: 3,Đội Vệ Binh Biển Cả,https://www.fahasa.com/series-doi-ve-binh-bien-ca.html
4202 lượt theo dõi,Tập mới nhất: 4c,Móng Vuốt Quạ Đen,https://www.fahasa.com/series-mong-vuot-qua-den.html
4463 lượt theo dõi,Tập mới nhất: 3,Kỵ Sĩ Rồng Bất Bại,https://www.fahasa.com/series-ky-si-rong-bat-bai.html
3763 lượt theo dõi,Tập mới nhất: 2,Thiên Nhân Học Cổ Đại - Trích Thiên Tủy,https://www.fahasa.com/series-thien-nhan-hoc-co-dai-trich-thien-tuy.html
0 lượt theo dõi,Tập mới nhất: 3,Bổn Cũ Soạn Lại,https://www.fahasa.com/series-bon-cu-soan-lai.html
4561 lượt theo dõi,Tập mới nhất: 3,Muôn Kiếp Nhân Sinh,https://www.fahasa.com/series-muon-kiep-nhan-sinh.html
3765 lượt theo dõi,Tập mới nhất: 2,Gia Định - Sài Gòn - Thành Phố Hồ Chí Minh: Dặm Dài Lịch Sử,https://www.fahasa.com/series-gia-dinh-sai-gon-thanh-pho-ho-chi-minh-dam-dai-lich-su.html
3768 lượt theo dõi,Tập mới nhất: 3,Lịch Sử Việt Nam Kể Bằng Thơ,https://www.fahasa.com/series-lich-su-viet-nam-ke-bang-tho.html
3763 lượt theo dõi,Tập mới nhất: 5,Our World American English Workbook With Audio CD,https://www.fahasa.com/series-our-world-american-english-workbook-with-audio-cd-395366.html
3855 lượt theo dõi,Tập mới nhất: 6,Gogo Loves English New Edition Workbook,https://www.fahasa.com/series-gogo-loves-english-new-edition-workbook.html
3770 lượt theo dõi,Tập mới nhất: 19,地縛少年 花子くん,https://www.fahasa.com/series-363499.html
3789 lượt theo dõi,Tập mới nhất: 4,Impact British English Workbook,https://www.fahasa.com/series-impact-british-english-workbook.html
3782 lượt theo dõi,Tập mới nhất: 4,21st Century Reading: Creative Thinking And Reading With TED Talks,https://www.fahasa.com/series-21st-century-reading-creative-thinking-and-reading-with-ted-talks-360761.html
3775 lượt theo dõi,Tập mới nhất: 4,となりのトトロ,https://www.fahasa.com/series-363405.html
3765 lượt theo dõi,Tập mới nhất: 5,Wings Of Fire: The Graphic Novel,https://www.fahasa.com/series-wings-of-fire-the-graphic-novel.html
3763 lượt theo dõi,Tập mới nhất: 2,Magic Time 2nd Edition Workbook,https://www.fahasa.com/series-magic-time-2nd-edition-workbook.html
3763 lượt theo dõi,Level mới nhất: 6,Wide Angle Student Book With Online Practice,https://www.fahasa.com/series-wide-angle-student-book-with-online-practice.html
3765 lượt theo dõi,Tập mới nhất: 4,Prima - Deutsch für Jugendliche - Bisherige Ausgabe - A2,https://www.fahasa.com/series-prima-deutsch-fur-jugendliche-bisherige-ausgabe-a2.html
4297 lượt theo dõi,Tập mới nhất: 9,I-learn Smart World,https://www.fahasa.com/series-i-learn-smart-world.html
3786 lượt theo dõi,Level mới nhất: 6,Guess What! Activity Book With Online Resources British English,https://www.fahasa.com/series-guess-what-activity-book-with-online-resources-british-english.html
3783 lượt theo dõi,Tập mới nhất: 3,My First Grammar Student Book 2nd Edition,https://www.fahasa.com/series-my-first-grammar-student-book-2nd-edition.html
3765 lượt theo dõi,Tập mới nhất: 3,Banana Fox: A Graphix Chapters Book,https://www.fahasa.com/series-banana-fox-a-graphix-chapters-book.html
3766 lượt theo dõi,Tập mới nhất: 6,English Time Workbook,https://www.fahasa.com/series-english-time-workbook.html
3867 lượt theo dõi,Tập mới nhất: 3,Le Nouveau Taxi!,https://www.fahasa.com/series-le-nouveau-taxi.html
